Original Part,Quantity,Preview,Subtotal,Stock,Supplier Order Quantity,Order List,Supplier Name,Supplier Part Number,Order List (Supplier Link),Unit Price
PSA15R-240P6,1,https://sigma.octopart.com/135605823/image/Phihong-PSA15R-240P6.jpg,,,,,,,,
PPL36U-120L6,1,https://sigma.octopart.com/137743277/image/Phihong-PPL36U-120L6.jpg,16.95,211,1,DigiKey 993-1445-ND,DigiKey,993-1445-ND,https://octopart.com/opatz8j6/a1?t=kxI5gvR_268W1iwmevWTT0sdPVnOaSnxTWJrpVbrWSHlbyFybyj9ZtR05CCRzinQbzG8OKENC6dQdLsZ_exAOdLPvX-TAk_M9X5lewge4WNngefYq7lVIegXv9bjmPX0__LFmaBmKqYUCx2fpoj64IvATCNBF0jrFMJfOcLwBwg3BkinfkBhysu8qlJinDtSq-T8zgnXV82_XZvZiB979P-Yt1zCAECXUvdu021VAF8NsatI3MJHkF_pXGQYooReqCaHjkqc-c2TmIIcPyIQX99LfTtw,16.95
GAZ032UL,1,https://sigma.octopart.com/138851196/image/Lovato-GAZ032UL.jpg,,,,,,,,
KBCC-225R,1,https://sigma.octopart.com/12090874/image/KB-Electronics-KBCC-225R.jpg,,,,,,,,
KBVF-22D,1,https://sigma.octopart.com/11511144/image/KB-Electronics-KBVF-22D.jpg,,,,,,,,
KBVF-24,1,https://sigma.octopart.com/11511144/image/KB-Electronics-KBVF-24.jpg,,,,,,,,
KBIC-240D,1,https://sigma.octopart.com/12100531/image/KB-Electronics-KBIC-240D.jpg,,,,,,,,
ADAM-5017P-AE,1,https://sigma.octopart.com/65705224/image/Advantech-ADAM-5017P-AE.jpg,258.0,0,1,DigiKey 2084-ADAM-5017P-AE-ND,DigiKey,2084-ADAM-5017P-AE-ND,https://octopart.com/opatz8j6/a1?t=DlE0kPENrCr9c71B6zwKBcHNQlaggHgDo2w1vE0yVIpUgBoZ6pDTIswAMNDtiv-qFf1dkBWUoGpYJVdbGCgxhzKGtVO2Io5oBDdHjmikHqTdM-T1VwtkRbRcq5zrSq6J4qnwSRFHW1OU-42dDdCjXXZv1mkxAT4JORYoknKhN_ZycWIfMFjxXqmaF5IBbtbrjPZhk9j9QqZl2bwUhk3-lIPUdKTWQx3_Im3NXebyxgawGn4mT2fTGy7J2oNFOZIgC0gcBieeFXnJDUhcTJjtxLvc8EE,258.0
BB-MESP211T,1,https://sigma.octopart.com/141007970/image/Advantech-BB-MESP211T.gif,,,,,,,,
BB-232CDT,1,https://sigma.octopart.com/152595371/image/Advantech-BB-232CDT.jpg,95.8,13,1,DigiKey 2084-BB-232CDT-ND,DigiKey,2084-BB-232CDT-ND,https://octopart.com/opatz8j6/a1?t=azAZMcym2w3FSPa6ZwQvIhswhmDkipge1nc4izxneaa4hDP8R7NI-ejXoIvVKkBqGFUoAhWAziWpFU609uFIGdV5gcIHsydGV3FbKpwN5wL5YnkaGqAbeL1G-eZczsKMMK2H2vTNPq7JQIMa3OQ5n9n3iKhtwWWImykJfYh8NePn8LNZ_YNWkdC3OFAjViBkb1ptzOsaOfGUNfD1XUsZyxOqP_HTUMjNrpb4TgB66i0sOEPsva6mt-_DF0mSRwbpgVgyKUmTWkahOa-utg918DWvCYs,95.8
BB-RPS-MO4-M,1,https://sigma.octopart.com/152595371/image/Advantech-BB-RPS-MO4-M.jpg,29.75,3,1,DigiKey 2084-BB-RPS-MO4-M-ND,DigiKey,2084-BB-RPS-MO4-M-ND,https://octopart.com/opatz8j6/a1?t=VjL_a6KXmhv9EyaK4AZGZLu3fMyatzF2Pf4UeJwVxNMQMJAPUX44W18L5kLbsxhe1iUW3qIp3Nz8VjHErmO71CB4nuHMCpjUY6s1oPI1LLZ6er-SaWnK8T1mAJsyQoehw2JKaiofCVJ7JbB3n7wiAc28J31tlU3QKMPmZGZhfBeUsoVIWe3l8g7Rkx89kyLza-56rjuLpmKVA3d295kd7bdZzmBxcnVoNT6o8IrPnQ3iWPyBwtp4YS4VUe7htVqVAHHGyNhrzU_jAv_zSqJcoGEC7w,29.75
FSNS6RCAU-25,25,https://sigma.octopart.com/21255540/image/Belden-FSNS6RCAU-25.jpg,3477.00,0,25,DigiKey BEL28721-ND,DigiKey,BEL28721-ND,https://octopart.com/opatz8j6/a1?t=9C0WYqRSREQJ9yGVIbk-zURI0jFCCe25z0-wVzPICX28rJzrGbhdcCvemrvf76d2p_hk4i0GQ-5D8QAvHjXrHHkwr65E-oAJu-FPDpUVq-WOaGZcsCOuPd1J4abuNAmZFci_wna6_p__Uw_30k0lZ3UOyk9UmjEJyHbAYYefZejNkuUusLy89CLMc2RxizlF3OeqYb10eWMVYqsdSKrKWWB_w_4su9Vge4efE03kttCZYqaKpaMfjyHdS1x6SWX1e9S1IYZAodQTPBRPtLZxSas6eQ,139.08
81.000.6140.0,1,https://sigma.octopart.com/126582474/image/Wieland-81.000.6140.0.jpg,,,,,,,,
T8AP6D50,1,https://sigma.octopart.com/66124443/image/Banner-T8AP6D50.jpg,142.0,0,1,DigiKey 2170-T8AP6D50-ND,DigiKey,2170-T8AP6D50-ND,https://octopart.com/opatz8j6/a1?t=kdVYzHcZPkjok7qfWnzvTmfLrphWEThhSD_V8n_TayflRnLcivo9dSR3eEmBkAoA8ERWgt6i-R-1TsbCEb_Z5zNy2seZAvPeNK7rMrJYQbnFuUOAO1j0rYY2usAeCestbzXTCybK7ndVGpOZ3zH8cwyLv_aCXcdOdOP81OcHjP85xlrKU9Btd48jaBz_9pqy2zgCKH2OrnuVz4MLZrqZvWKSFvVGDEhDSPuLeDxRa3pxol0-gZ_aE3lco4F_KHbisIeePgZqIwavPByIQ6C1IyTNmA,142.0
QS18VP6LLPQ8,1,https://sigma.octopart.com/10079156/image/Banner-QS18VP6LLPQ8.jpg,189.0,0,1,DigiKey 2170-QS18VP6LLPQ8-ND,DigiKey,2170-QS18VP6LLPQ8-ND,https://octopart.com/opatz8j6/a1?t=PFyslXzqROMqhWpH0l3V5zw8pzq6-tiA_6MGUc9iSS9RH5_kElrh8c-idrXfCeO2u50hGvOdQ4rFwYu2uwvNh7XtvdHOZXwnl2qYtHzEbdRjB1G6C2Y6plpoPbBPeZjfhnrk5m4fjdI3eQSSQZzj279MLCu-4wU7pbHef1IH1xzd4r19Alhij6-r6nqk_-Q9inHzydgLMwcSm9BcluJIb3utDEDiUYEypYo2-tuY9lTlg1j-RpL1S3HLIUfmTFHdE6vkVKlud8ed_3-ItD3Kx5i3mQ,189.0
QS30LLPQ,1,https://sigma.octopart.com/25368182/image/Banner-QS30LLPQ.jpg,262.0,16,1,DigiKey 2170-QS30LLPQ-ND,DigiKey,2170-QS30LLPQ-ND,https://octopart.com/opatz8j6/a1?t=H68OMduNCOgTkBvki_YgM-zI4LMwJw0CpKxOJEO0yK1OJPhu5sRGJutVg2J82VqKVeEEhHtbFC9BX0qh7fxYPOAeIGFtpBboevFMM8-8OBwSNHToTYS82neMlHLkhCiuJRHok8S3O3HdnF4DrJBp4uTtSop4t1TQhI_K6Qvs9hTGGppAyKQue8lGN8BRVUKPmhZgVclw42AV4Ifj1DNAv9uJHNM3t5ELqeC6SSvzn1QIkTJoubQVMUaND3Z82rF_BohUAFvxmx5BBLdr9tsWRhejOg,262.0
SME312DQDP-68912,1,https://sigma.octopart.com/66122683/image/Banner-SME312DQDP-68912.jpg,174.0,0,1,DigiKey 2170-SME312DQDP-68912-ND,DigiKey,2170-SME312DQDP-68912-ND,https://octopart.com/opatz8j6/a1?t=AoTsNIUc32xYJH5mmR5_WJOXU9y1JSaKYRNzyCPCcVI6vefdc8sAZxSWg16bDKBURvxB5w0i2YmhdqEtBl4LIDuwFbuESfyNZcUw68JDfFxI8r7r0gjnuethvc8wQbEL2jpPVvWu4h1LqPx6uH3ra4a4wSQ_OnANRdXT-3PNDASHAuDOkYDR7hjcc9YZ9_fZMxMOWWrOiq07HQdjzo-jcwmYnbE4ya7oRdNThfPRykocXMq0icJEZw4SkPx4-JnsurwtS9XE13X_O-Db55kLTlopLg,174.0
S18AW3FF100Q1,1,https://sigma.octopart.com/66120126/image/Banner-S18AW3FF100Q1.jpg,182.0,1,1,DigiKey 2170-S18AW3FF100Q1-ND,DigiKey,2170-S18AW3FF100Q1-ND,https://octopart.com/opatz8j6/a1?t=ghOtBNE0ZTS59Hx8Isesz66UtbS4UJDKCmNHCk7Y3cxPiRUytPQQ34VJ1glbtWes32zTtKhWd__ABSA7ityz38qto8qFHmg2uBTwKhMLQrurIWJmuPQugLlC_mdZTfPNmzQauaQDp5NsQNu3cWagP8aSQA47mo-9rQ_mYqdqxogwnJcGBP0hK7VCerlfZdKQXpJxCitqT3HgjyucuJM1u2_bsDHWCzTCZfiDnSpK6c4AQVnVxbD3Ll5xjCvZsip4LfzzLCU8skYmOArQyv3ac06png,182.0
45LM58,1,https://sigma.octopart.com/183836769/image/Banner-45LM58.jpg,59.0,12,1,DigiKey 2170-45LM58-ND,DigiKey,2170-45LM58-ND,https://octopart.com/opatz8j6/a1?t=p4Uechcu3leT6Yg5qBSa3upkGwzunTBC0YI9TLgtltNaHAnUKfngOnZqMWQhsvPwK330cXdHn3GvuGA8bDpTEhWlwT2EhxUWHzEhwpc5SGSVbXUwWnUqApyVKhafhMjJSqwyiYOAf7mz00CpzYBxXH6zFxzcXMYj3Vm0lZpNyX7haAMPSubjHBMeJfPiyKOLajrup3uHcJbK0t1J4LqGiWsVkCSAIy0-kLmlIcguMs7-REwwdqmd7bZlC0cNYU6UJfdolvVIywag7-sTXhK0YI8J,59.0
QS18VN6RQ5,1,https://sigma.octopart.com/87206391/image/Banner-QS18VN6RQ5.jpg,,,,,,,,
S183E,1,https://sigma.octopart.com/39890254/image/Banner-S183E.jpg,59.0,30,1,DigiKey 2170-S183E-ND,DigiKey,2170-S183E-ND,https://octopart.com/opatz8j6/a1?t=n-sc5rc0oFCyZO7H2XJh6NN94mo32SPNtq7nSTTcEJoSSMbJSytNG25OHWVVtFROqmPB6iFnOY2z4OjRxYZfQ9KEyFG-ENMAv-d2sx6tiO9H-6ZTErwC-r6Cm5WKJ6q_8bq3lBKQ_RK8ycPb3z1w4FX3_qrvVEm8fzTWd0hlwBWmo682EL2SQP4AY9x9junNko0TMmpCkHXilvDIO5NPYGXhZh__PWMkNCR4SCeFCHoxTBn_nP8UmCw6ymElDZ-e27mDV9f5pCH2duyurdMZm29m,59.0
